MRA_term,Modified_term,State
Femoroacetabular impingement,fvemoroaceabulag imypngement,NO return
Familial haemophagocytic lymphohistiocytosis,fmilial haeofmphagocytc lymghohistiociyhtosis,NO return
Familial haemophagocytic lymphohistiocytosis,familoial hyaemphapgocytic lymphohitsihcytoss,NO return
Familial haemophagocytic lymphohistiocytosis,familtal hzaheophagocytic lymphdhistiocytons,NO return
Familial haemophagocytic lymphohistiocytosis,fuamilial haemophagocydutc lymhophistwocytosis,NO return
Familial haemophagocytic lymphohistiocytosis,familia haemaphagocytji ymhpohistiocgtosis,NO return
Chromopertubation,sheromogertubation,NO return
Chromopertubation,chromopeorubatin,NO return
Chromopertubation,cromopertbution,NO return
Chromopertubation,chrompoertubkztion,NO return
Chromopertubation,chroogpetrubation,NO return
Sperm concentration abnormal,spermx nccentration tbnormal,NO return
Metastatic cutaneous Crohn's disease,metastiac cutjnoeus cnrohn's disaese,NO return
Reynold's syndrome,rqeynold' sydrome,NO return
Congenital hypercoagulation,congneitl hpyervoagulatino,NO return
Congenital hypercoagulation,cfongenitfl hybprcoagwlation,NO return
Congenital hypercoagulation,conegeital hypeycaoaglation,NO return
Congenital hypercoagulation,coigenitral bypercragpulation,NO return
Congenital hypercoagulation,congngtal hypertcoaguljatoon,NO return
Methylobacterium infection,meypyloacterium infeceton,NO return
Methylobacterium infection,emthylabacteium infectskon,NO return
Methylobacterium infection,methoybafterium ineciton,NO return
Methylobacterium infection,methylobacmueium inectivn,NO return
Methylobacterium infection,mthyloabctehium infecbtioon,NO return
Arterectomy,arteeprctomy,NO return
Vitreomacular interface abnormal,vitreoajmcular intrace abnomral,NO return
Posterior reversible encephalopathy syndrome,postedicor reversblh eenphalopathy sygdrome,NO return
Transitional cell carcinoma metastatic,transitfonl ctll carcimna metatdatic,NO return
Stimulation of spermatogenesis,sgiulation of spermatogneeasi,NO return
Stimulation of spermatogenesis,timulatign of spermatogegeisvs,NO return
Stimulation of spermatogenesis,stipulatoin of nermatovgenesis,NO return
Stimulation of spermatogenesis,siulation of spehmatgenesys,NO return
Stimulation of spermatogenesis,stimuhatin of spermtazgnesis,NO return
Hepatitis D immunisation,hepatist d oigmmunisation,NO return
N-acetylglutamate synthase deficiency,n acetymglltaamte synthaes defikcicncy,NO return
N-acetylglutamate synthase deficiency,n ahetnlglutmate sjnthase deficieyc,NO return
N-acetylglutamate synthase deficiency,n aeckylgultamate synthabe dfeiciecy,NO return
N-acetylglutamate synthase deficiency,n acteylglutacmaet synthasew defiency,NO return
N-acetylglutamate synthase deficiency,n acetylgluntmaat osynthase defciieny,NO return
Malnutrition-inflammation-atherosclerosis syndrome,madutrition inflamamdion tkaherosclerosis vyndrome,NO return
Malnutrition-inflammation-atherosclerosis syndrome,mwalnutriion inflamtion aetherosclarossi sndrome,NO return
Malnutrition-inflammation-atherosclerosis syndrome,malntrtion inlfammatian therslcerosis syvdrome,NO return
Malnutrition-inflammation-atherosclerosis syndrome,mualnutriion inflfmmatmon atherogscxlerohis synldrome,NO return
Malnutrition-inflammation-atherosclerosis syndrome,manutritlion inflemmatimn athrorclersis syndroem,NO return
Administration site rash,administratni sit rah,NO return
Colon dysplasia,colno dyspslia,NO return
Oesophageal papilloma,oesophagawel papilolqa,NO return
Brain stem microhaemorrhage,brian stbem micrjohemovrrhage,NO return
Brain stem microhaemorrhage,bradn sxem imcrohaemorrhgiae,NO return
Brain stem microhaemorrhage,braig sotem mkicrohaemforrhag,NO return
Brain stem microhaemorrhage,rain stemz mixrmohaemorrhaeg,NO return
Brain stem microhaemorrhage,brian stm micoraemorhage,NO return
Cerebellar microhaemorrhage,ckrebellmar microhaeorhagoe,NO return
Cerebellar microhaemorrhage,cereblelah microhaemorhreg,NO return
Cerebellar microhaemorrhage,cerebelal icmrohaemorrhgae,NO return
Cerebellar microhaemorrhage,cerebcllr icrrhaemorrhlge,NO return
Cerebellar microhaemorrhage,cerebellafjr imchohaemorhage,NO return
Acquired mixed hyperlipidaemia,acqufired mixid hpyerlpidaelia,NO return
Acquired mixed hyperlipidaemia,avcquired mixey hyeprilpidameia,NO return
Acquired mixed hyperlipidaemia,acqdired mtixed hyprlipirlaemia,NO return
Acquired mixed hyperlipidaemia,acqired mixde hypebrlpiidaemva,NO return
Acquired mixed hyperlipidaemia,caquired mxied zyperlipidamjia,NO return
Parkinsonism hyperpyrexia syndrome,rpkinsonism hzpepyrexia fsyndrome,NO return
Gastrointestinal fistula repair,gasttrkitntestinal fistlua repir,NO return
Gastrointestinal fistula repair,gastrontestwinaly fistulaj repai,NO return
Gastrointestinal fistula repair,ggasrtointektinal fistual repai,NO return
Gastrointestinal fistula repair,uastronitesotinal fistzula epair,NO return
Gastrointestinal fistula repair,gastroitsntinal fisaula erpair,NO return
Functional gastrointestinal disorder,fuchional geassrointestnal disosder,NO return
Functional gastrointestinal disorder,fctional gdastrointeistnal disprder,NO return
Functional gastrointestinal disorder,ufnctionl gastroinmktestial diosrder,NO return
Functional gastrointestinal disorder,functinol gastrontetsial diskorder,NO return
Functional gastrointestinal disorder,functnoal gastomintostinal disordmr,NO return
Trousseau's sign,trousseasu isgn,NO return
Hyperglycaemic unconsciousness,hyperglmcaeimc unconscinouseqs,NO return
Hyperglycaemic unconsciousness,hyprglycaemi uncondciousnfses,NO return
Hyperglycaemic unconsciousness,hyperglyiamic unconsixousnesls,NO return
Hyperglycaemic unconsciousness,hpegrlycaemic knconseoiusness,NO return
Hyperglycaemic unconsciousness,hyzpearglycaemic unconoscidsuness,NO return
Ultrasound urinary system,ultrasnod rinary systenm,NO return
Perihepatitis,rpihepatitis,NO return
Neuropsychiatric syndrome,europsychaitrc csyndrome,NO return
Neuropsychiatric syndrome,nnfuropsychiatiic sydrome,NO return
Neuropsychiatric syndrome,neuropsycuatrxc sykdrome,NO return
Neuropsychiatric syndrome,nearopsychaitrac ysndrome,NO return
Neuropsychiatric syndrome,neuropsyhbgatric syndromeo,NO return
Human chorionic gonadotropin decreased,humn chourionia godnotropin dcrleased,NO return
Human chorionic gonadotropin normal,huma chohoionic ngadotropin norhal,NO return
Hypermagnesuria,hypermuanesuira,NO return
Hypermagnesuria,hypnrmagqesruia,NO return
Hypermagnesuria,hypremagnseurfa,NO return
Hypermagnesuria,hspermagnesruiaj,NO return
Hypermagnesuria,hyemragnqesuria,NO return
Urine magnesium decreased,uirne ajmgnesium decersaed,NO return
Anterior chamber angle neovascularisation,anteribor chamebr angoe neovasculyayvisation,NO return
Anterior chamber angle neovascularisation,antreior chambder angel neovacualrisatios,NO return
Anterior chamber angle neovascularisation,aterior chabmer ngle neogvacsularsiation,NO return
Anterior chamber angle neovascularisation,antrior chaumber nangle enovascuaaryisation,NO return
Anterior chamber angle neovascularisation,naterior ckamber angne neovascuaisaiton,NO return
Chondrotoxicity,chontooxicity,NO return
Chondrotoxicity,coondrootxiity,NO return
Chondrotoxicity,chndrotoxicihtc,NO return
Chondrotoxicity,chondortxovxicity,NO return
Chondrotoxicity,ochodrotoxicety,NO return
Lens extraction,ens extraicon,NO return
Urinary hexose tetrasaccharide decreased,urinay hemxose etrascacuaride adecreasde,NO return
Urinary hexose tetrasaccharide decreased,urinar hxose totrasaccparie decresae,NO return
Urinary hexose tetrasaccharide decreased,urnary hexoe tterasachcarie decreaebsd,NO return
Urinary hexose tetrasaccharide decreased,urizary hexsoe tetraszaccaried decreaeesd,NO return
Urinary hexose tetrasaccharide decreased,urznary heiose tetnasacharive dexcrease,NO return
Thyroid stimulating immunoglobulin,htyroid stimxating immunoglobunl,NO return
Axial spondyloarthritis,axal spodnyyoarthritib,NO return
Axial spondyloarthritis,axihl spondyloavrthirtio,NO return
Axial spondyloarthritis,xial sponlylorathrtis,NO return
Axial spondyloarthritis,auial spundyloarthrtiw,NO return
Axial spondyloarthritis,xaial spondylosarthtris,NO return
Biotinidase deficiency,boyitinidase edficidency,NO return
Acetylcholinesterase deficiency,acetylcholdnemterasz ificiency,NO return
Acetylcholinesterase deficiency,acetylchohinesteraev deficivecny,NO return
Acetylcholinesterase deficiency,acetylcholenesturas deipciency,NO return
Acetylcholinesterase deficiency,aceftylcholinestnrash deficecny,NO return
Acetylcholinesterase deficiency,acutylhcolinessterase deficsiincy,NO return
Dyschondrosteosis,dschowdrostesois,NO return
Dyschondrosteosis,dysihqndrosteoss,NO return
Dyschondrosteosis,dyschodnroteossi,NO return
Dyschondrosteosis,dyschonyiostesois,NO return
Dyschondrosteosis,dyrschondtsoteosis,NO return
Anti-aquaporin-4 antibody,ati aaqporin 4 antnibody,NO return
Anti-transglutaminase antibody,alnti tarncglutamiase antibdoy,NO return
Anti-transglutaminase antibody,alti translglutlminpse antiobdy,NO return
Anti-transglutaminase antibody,antqi trangslustarinase anmibody,NO return
Anti-transglutaminase antibody,danti transgltamnasz antiibody,NO return
Anti-transglutaminase antibody,anit translgutaminsa antiboyd,NO return
Vertebrobasilar dolichoectasia,vertebroabsira doklichoetcasia,NO return
Vertebrobasilar dolichoectasia,verjebrovasilra doilchoetctasia,NO return
Vertebrobasilar dolichoectasia,eatebrohbasilar yolichoectasis,NO return
Vertebrobasilar dolichoectasia,veehtobrobasilar dolichoelctaia,NO return
Vertebrobasilar dolichoectasia,verttebroazilar dolichoectyia,NO return
Cerebral revascularisation,cerberal regascuaarisatino,NO return
Cerebral revascularisation,cerobral revcasularisatin,NO return
Cerebral revascularisation,cerebarl rvvarscularnsation,NO return
Cerebral revascularisation,erebral redvacularisatioln,NO return
Cerebral revascularisation,kerebral vascularisatoin,NO return
Metastatic choriocarcinoma,mtaetatic chowiocacrinocma,NO return
Metastatic choriocarcinoma,mteastatci chproiocafrcinoma,NO return
Metastatic choriocarcinoma,mteastaic choriocadcikama,NO return
Metastatic choriocarcinoma,mpetasatic chzriocpacinoma,NO return
Metastatic choriocarcinoma,motasttaic chpiocaricnoma,NO return
Immunophenotyping,immunoephnotping,NO return
Immunophenotyping,mmmunmphenotypng,NO return
Immunophenotyping,immunpzophenoyping,NO return
Immunophenotyping,immunophnbotypin,NO return
Immunophenotyping,cimmuonphnotyping,NO return
Nasal discharge discolouration,ansal discacrge itdscolouration,NO return
Tuberculous endometritis,tubercuou endoehmtritis,NO return
Vesicocutaneous fistula,vesscocutnaeou fistlua,NO return
Vesicocutaneous fistula,vesicoctoneovs fustula,NO return
Vesicocutaneous fistula,vesioccutaneosy fistual,NO return
Vesicocutaneous fistula,vessiococutakneous fistulm,NO return
Vesicocutaneous fistula,esiccoutankeous fisutla,NO return
Undifferentiated connective tissue disease,zndffwrentiated coxnctive tsisue disrase,NO return
Undifferentiated connective tissue disease,udnifferentaten pconnecive tisuue disezase,NO return
Undifferentiated connective tissue disease,mundifferetnitaed conetcive tisuse diseae,NO return
Undifferentiated connective tissue disease,ndiffereniatedb nnective tqssue disaese,NO return
Undifferentiated connective tissue disease,uodiferecntiated conrnhective tisue diseas,NO return
Autoimmune hyperlipidaemia,autnoimmue hyprelpiidqaemia,NO return
Autoimmune hyperlipidaemia,autoicmue hyperlripiadamia,NO return
Autoimmune hyperlipidaemia,autiommunl hypeurlpiidaema,NO return
Autoimmune hyperlipidaemia,autoimmnd zhypyerlpiidaemia,NO return
Autoimmune hyperlipidaemia,attoirmmune hyperliixamia,NO return
Haemophagocytic lymphohistiocytosis,haempehagoctic wymphohistioctoss,NO return
Haemophagocytic lymphohistiocytosis,hheampohagocytic lymphohsitiocoysis,NO return
Haemophagocytic lymphohistiocytosis,faemopagocyic lyphohtstiocytosiss,NO return
Haemophagocytic lymphohistiocytosis,ahemohagociytic lynmphoohisticoytosis,NO return
Haemophagocytic lymphohistiocytosis,eamopharocytic lymphohistoyctsois,NO return
Popliteal artery entrapment syndrome,politel arteryh entrmaent syndrmme,NO return
N-terminal prohormone brain natriuretic peptide increased,n teuminal prohuormoe brakn ntrariuretic pepitde icnrease,NO return
Conjunctival staining,conjunctialvl stining,NO return
Periorbital haemorrhage,rpiorbital haemorrhcaqge,NO return
Amygdalohippocampectomy,ammygdalhippcoxampectomy,NO return
Amygdalohippocampectomy,amdygdalonippocmpetomy,NO return
Amygdalohippocampectomy,amygdalgohippocawmecomy,NO return
Amygdalohippocampectomy,amdygdlachippocamxpectomy,NO return
Amygdalohippocampectomy,amygqdaroipopcampectomy,NO return
Lenegre's disease,lngeegre's dsisease,NO return
Thrombocytopenia-absent radius syndrome,thrombocytpfekia abent radiaus sndrome,NO return
Thrombocytopenia-absent radius syndrome,athrombodyotpenia absqent ardius smndrome,NO return
Thrombocytopenia-absent radius syndrome,thrombefocyotpenia absetn radiu syndroae,NO return
Thrombocytopenia-absent radius syndrome,hromboctopenai atsent rdius snydrome,NO return
Thrombocytopenia-absent radius syndrome,threosbocytopenai abset radis sndrome,NO return
Retroperitoneal mass,yretroperatnoeal mss,NO return
Retroperitoneal mass,rterpoeritonel rass,NO return
Retroperitoneal mass,rteronperioneal msas,NO return
Retroperitoneal mass,rberoeritoneal amss,NO return
Retroperitoneal mass,etroqperitneal ass,NO return
Radial nerve compression,radila nere cmfopression,NO return
Carbonic anhydrase gene mutation,carsbonic anyfhdrase geen mutatin,NO return
Hypercalcitoninaemia,hypecralcitotninamia,NO return
Hypercalcitoninaemia,yhpercalkitoinaemia,NO return
Hypercalcitoninaemia,ahypercalcgitonniaemia,NO return
Hypercalcitoninaemia,hyerclacitosinaemia,NO return
Hypercalcitoninaemia,hyiercaciltoninaemia,NO return
Mineralocorticoid deficiency,mineraluocrosicoid defxciercy,NO return
Mineralocorticoid deficiency,mineralocovrticuolid defiiecny,NO return
Mineralocorticoid deficiency,migkeralocorticoidm defiienyc,NO return
Mineralocorticoid deficiency,minehralocrticid deficiaecy,NO return
Mineralocorticoid deficiency,minerllocorntbicoid deiciiency,NO return
Pseudostrabismus,pseudostrbsums,NO return
Pseudostrabismus,speudjstrabismsu,NO return
Pseudostrabismus,psneudostraqbismmus,NO return
Pseudostrabismus,psyueostrabsimus,NO return
Pseudostrabismus,psnbeudostrbismus,NO return
Pseudohyponatraemia,seudohypaonatraemai,NO return
Pseudohyponatraemia,pueudohponatraemial,NO return
Pseudohyponatraemia,pseuduhiyponaraemia,NO return
Pseudohyponatraemia,pserdohfyponaptraemia,NO return
Pseudohyponatraemia,psefudohuypontraemia,NO return
Anti-transglutaminase antibody increased,nati transglhutamvinsae aontibody ncneased,NO return
Anti-transglutaminase antibody increased,aunti ransglctminase antibjody inreosed,NO return
Anti-transglutaminase antibody increased,andti sranslutamiease atibody inerased,NO return
Anti-transglutaminase antibody increased,anati trtansgltuminase antiboyd bncrease,NO return
Anti-transglutaminase antibody increased,nti trabsgluttagminase antiboy inrdeased,NO return
Nephroprotective therapy,nephroportelctiev thertpy,NO return
Nephroprotective therapy,nlehropotective therayp,NO return
Nephroprotective therapy,nephroproqtzcgive therayp,NO return
Nephroprotective therapy,nephdozrotectrve thevrapy,NO return
Nephroprotective therapy,nephroprogcetvie tlherapy,NO return
Permanent cosmetic dermapigmentation,peumanefnt cosmeti dermapigmntaidn,NO return
Permanent cosmetic dermapigmentation,pemrfanent cbsmetic dermsapigenattion,NO return
Permanent cosmetic dermapigmentation,prmanoent coosmetic dxerapigmenttaion,NO return
Permanent cosmetic dermapigmentation,pejfmanent cometic dermapigmnetatcoxn,NO return
Permanent cosmetic dermapigmentation,permnena cosmeitc dermaeigmentwtio,NO return
Paediatric autoimmune neuropsychiatric disorders associated with streptococcal infection,paediatqijc uatommune neuobsyhciatric disogdefs ssociatfd iwth fstredptococcal infepcion,NO return
Paediatric autoimmune neuropsychiatric disorders associated with streptococcal infection,paeqdiatrci atuoimmuen enuorpsychhiatric idsroders ausowiated iwth trepococcal inkectino,NO return
Paediatric autoimmune neuropsychiatric disorders associated with streptococcal infection,paesditric autimune mneuropscyhiatroic isoriers asggociated yith streptcoocctl inffectio,NO return
Paediatric autoimmune neuropsychiatric disorders associated with streptococcal infection,pediatriqc aputoimgmune nueropsyhcitric dhisordrs nassociatgd wgth stretocoiccal nifectio,NO return
Paediatric autoimmune neuropsychiatric disorders associated with streptococcal infection,paedidatrci auotiumune egroppychiatric visordesr associatbyed wibth streptococcj ifnectzion,NO return
Oesophagogastroduodenoscopy abnormal,oespohargogasnroudodenoscoqpy abnormasl,NO return
Oesophagogastroduodenoscopy abnormal,ozeophagogaatroduodenocropy abxnormal,NO return
Oesophagogastroduodenoscopy abnormal,oesophayoagstrrobduodenoscpoy abnrmal,NO return
Oesophagogastroduodenoscopy abnormal,oesophgafogaseytroduodenoscoxy abnorma,NO return
Oesophagogastroduodenoscopy abnormal,fesoeaogastiroduodenoscopy abnorma,NO return
Oesophagogastroduodenoscopy normal,oeophagogattrododneosmopy normla,NO return
Oesophagogastroduodenoscopy normal,ioesophagogastrodfodneoseop normil,NO return
Oesophagogastroduodenoscopy normal,eosophagogstroduoedncopy normaql,NO return
Oesophagogastroduodenoscopy normal,obesophargogastrodubdeosucopy nrmal,NO return
Oesophagogastroduodenoscopy normal,oesophgogasroduodefnosocdpy pormal,NO return
Oesophagogastroscopy normal,oesohagogaitroscocy normvl,NO return
Oesophagogastroscopy normal,voesophagogastorsocpy xnormal,NO return
Oesophagogastroscopy normal,oesoxhyagugastroscopy normla,NO return
Oesophagogastroscopy normal,oeisophagogastrscop normaql,NO return
Oesophagogastroscopy normal,oesophcagogastroscobp noqrmal,NO return
Oesophagogastroscopy abnormal,ohophagogastrsocopy ainormal,NO return
Oesophagogastroscopy abnormal,oesopuhagogastrosoqy abnorma,NO return
Oesophagogastroscopy abnormal,oesophagogastqbzcopy abnoral,NO return
Oesophagogastroscopy abnormal,oesophagogsrocopy ablnormal,NO return
Oesophagogastroscopy abnormal,sesophaggoastrosocpy abnourmal,NO return
Autoinflammatory disease,autoxifnlammatort drisease,NO return
Autoinflammatory disease,autioifnlmamatory idsease,NO return
Autoinflammatory disease,augtoinilamlatory isease,NO return
Autoinflammatory disease,auaoinflammatirym disase,NO return
Autoinflammatory disease,atuoihflamatory diesase,NO return
Enzyme level increased,enzmye levl increasdoe,NO return
Cytomegalovirus immunisation,cytwegasovirus immqyisation,NO return
Cytomegalovirus immunisation,ytouetalovirus imunisaton,NO return
Cytomegalovirus immunisation,cytrmegalovrsu immunsgation,NO return
Cytomegalovirus immunisation,ytombegaolvirus immunisatiqo,NO return
Cytomegalovirus immunisation,cypkmgalovirus immnuisatio,NO return
Hypotensive transfusion reaction,hypoteinve trabnsfuson reactizn,NO return
Transfusion-associated dyspnoea,trafnusion asaocated ydspnoea,NO return
Coproporphyrinogen decreased,copropoupyrinogep eareased,NO return
Coproporphyrinogen decreased,copropodeurphyrinogen edrceased,NO return
Coproporphyrinogen decreased,iogroporpyhrinogen dexeased,NO return
Coproporphyrinogen decreased,woprosrophyrinogen dcreasde,NO return
Coproporphyrinogen decreased,cproporphyrinoaggn odecreasec,NO return
Non-immune heparin associated thrombocytopenia,on immuen hepain asvociate thrombofctyovenia,NO return
Non-immune heparin associated thrombocytopenia,onn mmune hepajrin assoicatde htrombocytopniar,NO return
Non-immune heparin associated thrombocytopenia,noc imlune hearin associtd trohmbolcytopenia,NO return
Non-immune heparin associated thrombocytopenia,nol ikmune hpearin assciawed thromobcytopnipa,NO return
Non-immune heparin associated thrombocytopenia,nn immne heprain assicated ttrombocyqoepnia,NO return
Coproporphyrinogen,copyrxporphyrinogeon,NO return
Coproporphyrinogen,opryporwphyrinogen,NO return
Coproporphyrinogen,oprnporphyriiogen,NO return
Coproporphyrinogen,copropoprhyriqgoen,NO return
Coproporphyrinogen,copropoephinogen,NO return
Trichodysplasia spinulosa,tirchodsplasba spiniuolsa,NO return
Trichodysplasia spinulosa,rtichdyspasia psinuloas,NO return
Trichodysplasia spinulosa,tirchogsplasia spcnulsoa,NO return
Trichodysplasia spinulosa,tircohdysplasai spinulwoha,NO return
Trichodysplasia spinulosa,tgrichosdyspasia cpinulsoa,NO return
Sialogram normal,sialoagm norma,NO return
Sialogram abnormal,siaoelgram bnormal,NO return
Substance-induced mood disorder,sutbance inudced mbod disowder,NO return
Substance-induced psychotic disorder,susatnce induzced sypychotic disordr,NO return
Incentive spirometry,innctive siprometyr,NO return
Fluorescent in situ hybridisation negative,ltfuorescent in snitu yhbrvdisation neqgative,NO return
Vasoactive intestinal polypeptide test normal,vasoaztie itestinl polyppnetide tetst nsormal,NO return
Glucosylceramide normal,gllcoyslcearmide noormal,NO return
Glucosylceramide normal,ltcosylceramde norma,NO return
Glucosylceramide normal,glucosycramvde normax,NO return
Glucosylceramide normal,glucoslycramtide niormal,NO return
Glucosylceramide normal,glucojylcyrwamide enormal,NO return
Glucosylceramide increased,gluciyslceramjide incerase,NO return
Glucosylceramide increased,glucousyclermide incqresed,NO return
Glucosylceramide increased,glcosylcearjamide inceeasejd,NO return
Glucosylceramide increased,gluosylcteamide inckreaed,NO return
Glucosylceramide increased,glucosydleceraemide incaesed,NO return
Glucosylceramide decreased,gwuzosylcgeramide decersed,NO return
Glucosylceramide decreased,lucqsycleramide cereased,NO return
Glucosylceramide decreased,grucosycermaide decrecssd,NO return
Glucosylceramide decreased,glujcoslceramjide decrelaed,NO return
Glucosylceramide decreased,flucosylcrramjde decrered,NO return
Glucosylceramide abnormal,glucsoxyceramide abnomral,NO return
Glucosylceramide abnormal,gludosylcerammxde abnvrmal,NO return
Glucosylceramide abnormal,lflucosylceraimde abnmormal,NO return
Glucosylceramide abnormal,gucoylceramie bnormal,NO return
Glucosylceramide abnormal,lucsrylceramide abnorqmal,NO return
Anti-transglutaminase antibody negative,ant ransglutaianse antiboyd neative,NO return
Anti-transglutaminase antibody negative,cnti trfansglutamnyse antibdoy negantive,NO return
Anti-transglutaminase antibody negative,ganti transzglutaimnvse antiboqy negativye,NO return
Anti-transglutaminase antibody negative,nti oransluatminase ntibody neuative,NO return
Anti-transglutaminase antibody negative,nati tamsglutaminuse antbiody nogative,NO return
Carotid artery restenosis,carostid aptery resntosis,NO return
Carotid revascularisation,cargotid reasscularisatino,NO return
Carotid revascularisation,cparotid revasculairsadxtion,NO return
Carotid revascularisation,caroid ervusuclarisation,NO return
Carotid revascularisation,carobtid revascvasisation,NO return
Carotid revascularisation,caorotid revascueariarion,NO return
Peripheral artery bypass,perihdperal arery byxpass,NO return
Peripheral artery thrombosis,peribheqal arery thrmsobosis,NO return
Kleihauer-Betke test positive,kliuehauer betek testw posvitive,NO return
Gastrointestinal submucosal tumour,gastrointseinla submugosap tumoub,NO return
Gastrointestinal submucosal tumour,agstrointefitnal submucxosaal tumor,NO return
Gastrointestinal submucosal tumour,gattorinestinal subomucosl tuxour,NO return
Gastrointestinal submucosal tumour,gastroidntetingl subumcsal tumorr,NO return
Gastrointestinal submucosal tumour,gasatrioxntestinal ubmubosal tmuour,NO return
Pseudomenstruation neonatal,speudofensstruation mneonatal,NO return
Pseudomenstruation neonatal,pseudomnstrtaion ceonatal,NO return
Pseudomenstruation neonatal,pseudomenstruatgttn neonatao,NO return
Pseudomenstruation neonatal,speudomnestruaton neonawtal,NO return
Pseudomenstruation neonatal,seudomenustruatgion enonatal,NO return
Amyloid related imaging abnormality-microhaemorrhages and haemosiderin deposits,amyolid relatde imkaging absnormbality micuohameorrhagas afnd iahemosiderin ddeposits,NO return
Amyloid related imaging abnormality-microhaemorrhages and haemosiderin deposits,amyloir relted imging abnoranmlity microhaoorohages nad ahemosidervin deposist,NO return
Amyloid related imaging abnormality-microhaemorrhages and haemosiderin deposits,amyloib reliated qmaging abnrmaclity micvrohaecorrhage andq haemosidreirn dleposits,NO return
Amyloid related imaging abnormality-microhaemorrhages and haemosiderin deposits,wamyloid relatjed iamging aknormaliy micohaeyorrhaes ad haemosiperpn deposets,NO return
Amyloid related imaging abnormality-microhaemorrhages and haemosiderin deposits,amylobd relaed imaing fbnomality microhaemorrthgaeg ajd haemoiwderin dexosits,NO return
Electrocoagulation,leercocoagulation,NO return
Electrocoagulation,electrooaguvlatiop,NO return
Electrocoagulation,yelectrocoxgulaion,NO return
Electrocoagulation,electrgcqagulatiwon,NO return
Electrocoagulation,electrpocoaualtion,NO return
Excessive dietary supplement intake,excessei dietry suppleecnt untake,NO return
Notalgia paraesthetica,notaslgia parexasthetica,NO return
Puerperal infection,puerapral infectni,NO return
Medium-chain acyl-coenzyme A dehydrogenase deficiency,mdium choain aucyl coenzmye a dehyurogrnase deficeuincy,NO return
Tooth demineralisation,tooht deminerayliatsion,NO return
Tooth demineralisation,ototh edmioeralisotion,NO return
Tooth demineralisation,toot deminerlaitsaion,NO return
Tooth demineralisation,tooith deineralpisaotion,NO return
Tooth demineralisation,toth eminralisatino,NO return
Trichotemnomania,rgchotmenomania,NO return
Trichotemnomania,trichotemrnodani,NO return
Trichotemnomania,trichotemnnofaia,NO return
Trichotemnomania,jriychotcmnomania,NO return
Trichotemnomania,trichozbmnomamia,NO return
Humidity intolerance,uhmidity intoleracsne,NO return
Intra-abdominal pressure monitoring,itnra adbiominal rpessure monitonrg,NO return
Severe invasive streptococcal infection,svere ivasive streptookcccal ifneition,NO return
Human metapneumovirus test,jhuman emcapneuoovirus tejt,NO return
Human metapneumovirus test,humgan metapgfumoveirus tesx,NO return
Human metapneumovirus test,uman metapneumovizrqu tst,NO return
Human metapneumovirus test,kuman tmeaxpneumovirus tset,NO return
Human metapneumovirus test,huan metapnqamvirus ftest,NO return
Human metapneumovirus test positive,uhman mhetaneumoviqrus etst pozsitive,NO return
Human metapneumovirus test positive,humun metaphneuqmoirus etst dositive,NO return
Human metapneumovirus test positive,humqn hetwapneumsovirus etst posiitve,NO return
Human metapneumovirus test positive,humanu metapneumboirucs tust positiev,NO return
Human metapneumovirus test positive,humna metavpjeuovirus etst opsitive,NO return
Eccrine squamous syringometaplasia,ezccrine squjmous syringgometaplsai,NO return
Eccrine squamous syringometaplasia,eecrine squvamous syringomeitaplaias,NO return
Eccrine squamous syringometaplasia,eccrigne suqamous ysingometaplaia,NO return
Eccrine squamous syringometaplasia,eccwine ssuamous syriqgeomeaplasia,NO return
Eccrine squamous syringometaplasia,eccripne squamogs syrinogmetaplaufsia,NO return
Pulmonary endarterectomy,pulozmnary endarrterctomy,NO return
Mucolipidosis type III,mulcipidosis tyep iidi,NO return
Corticosteroid binding globulin increased,corticotcseroid bihding globulnin inceasde,NO return
Cerebellar dysplasia,cerebelrl dysplsana,NO return
Nutritional supplementation,nurtitionval suppdezentaton,NO return
Nutritional supplementation,nutritioln supvpementationx,NO return
Nutritional supplementation,uttitional sufplemenatton,NO return
Nutritional supplementation,nutrihioanl szppfementatoin,NO return
Nutritional supplementation,nuyritionalr supplmenetaiton,NO return
Birdshot chorioretinopathy,bircshot chorikretnqpathy,NO return
Birdshot chorioretinopathy,birshot cuoriorwetirnopathy,NO return
Birdshot chorioretinopathy,brirdshot cohaioretilnopathy,NO return
Birdshot chorioretinopathy,birdsoht cchorioretinpoamhy,NO return
Birdshot chorioretinopathy,birdshto choirordtinorpathy,NO return
Progressive facial hemiatrophy,progsrsive facail hemiatrohpq,NO return
Chronic autoimmune glomerulonephritis,chronicc auotaimmune zlomerulnephriis,NO return
Chronic autoimmune glomerulonephritis,chropic auotimmuen gldomeruldnepritis,NO return
Chronic autoimmune glomerulonephritis,coronic autoiqmne glomreulondphirtis,NO return
Chronic autoimmune glomerulonephritis,chronci autiommwne ogomeulonephritis,NO return
Chronic autoimmune glomerulonephritis,chqronic autobimmun gloleurolnephritis,NO return
Prescribed underdose,prescbred undrdosea,NO return
Hidradenocarcinoma,ihdradencoarucinoma,NO return
Hidradenocarcinoma,ihdkafdenocarcinoma,NO return
Hidradenocarcinoma,ihdradenotarcinma,NO return
Hidradenocarcinoma,hidadenocarcioznma,NO return
Hidradenocarcinoma,hidradenorcinzoma,NO return
Bone giant cell tumour malignant,obne gfant ecll tumozr miagnant,NO return
