MRA_term,Modified_term,State
Gastrointestinal fistula repair,gastxnotestina iftsula repial,NO return
Gastric fistula repair,gastsri fatula prair,NO return
Carotid angioplasty,ocarotidc angioblsay,NO return
Carotid angioplasty,ahrotid angwwioplasth,NO return
Carotid angioplasty,curotir aniogplavty,NO return
Carotid angioplasty,cafroqid ajngiopluhsty,NO return
Carotid angioplasty,arotdi ngioplaqtsy,NO return
Mesenteric artery stent insertion,mewsenterig rlatery stetn issejtion,NO return
Mesenteric artery stent insertion,mesetrneric rawery stetn nsertuon,NO return
Compulsive handwashing,cmfpulsive haajdwasing,NO return
Compulsive handwashing,cmpusive nhwashing,NO return
Compulsive handwashing,coipulspive handwaihnwg,NO return
Compulsive handwashing,compulsi handgwashni,NO return
Compulsive handwashing,compulsi hanwavihng,NO return
Diabetic hepatopathy,diabietc heqpaopatey,NO return
Diabetic hepatopathy,idabetir ehpatopatm,NO return
Diabetic hepatopathy,diabelti chepatoptalhy,NO return
Diabetic hepatopathy,diakbeitc hefatopaqhxy,NO return
Diabetic hepatopathy,iabetci hrpatotpthy,NO return
Amygdalotomy,amygdzaltoom,NO return
Amygdalotomy,amgydplaotomy,NO return
Amygdalotomy,amygaootosy,NO return
Amygdalotomy,atygdaloytoxy,NO return
Amygdalotomy,agydalotoym,NO return
Functional gastrointestinal disorder,functionlu gastrtonestial disordve,NO return
Functional gastrointestinal disorder,fuctonal gasrtuitestianl dgsorer,NO return
Functional gastrointestinal disorder,fnuactional gasmorinvestnal diorer,NO return
Functional gastrointestinal disorder,nfnctional gktrgintestidnal dsiosder,NO return
Functional gastrointestinal disorder,gunctionnal gajrtontentinal dilrder,NO return
Mastocytic enterocolitis,matocytih snterocoilti,NO return
Mastocytic enterocolitis,masqocyti entebclitis,NO return
Mastocytic enterocolitis,masocyic esnterocloits,NO return
Mastocytic enterocolitis,mastytic ntercoolitsi,NO return
Mastocytic enterocolitis,makstcoytic ntrocolyitis,NO return
Trousseau's sign,twoussae'us sigzn,NO return
Trousseau's sign,roumeau's sdgn,NO return
Trousseau's sign,foussieau's signu,NO return
Trousseau's sign,rtousmseua's sig,NO return
Trousseau's sign,rtowssea's sogn,NO return
Hyperglycaemic unconsciousness,shypertalycaemizc nocnjciouness,NO return
Hyperglycaemic unconsciousness,hypcerglyctaeipmc uncnscvtsness,NO return
Hyperglycaemic unconsciousness,hyperlgyemci uncujsciosunekss,NO return
Hyperglycaemic unconsciousness,hqpeglycabemnc enconsiusnessu,NO return
Hyperglycaemic unconsciousness,hypezlycasmc unocnscoiusknes,NO return
Suspected counterfeit product,suhseected cunterfxemit prprduct,NO return
Suspected counterfeit product,ussspected coutenrfekt opduct,NO return
Suspected counterfeit product,suspeucetd couterfis prsdpct,NO return
Suspected counterfeit product,suspecfedy countetrioeit prosdutc,NO return
Suspected counterfeit product,usvspected coznterhfaeit prodouctk,NO return
Perihepatitis,eprishepatitris,NO return
Perihepatitis,perxhpatiis,NO return
Perihepatitis,ezrihepatiti,NO return
Perihepatitis,xerihpeaitis,NO return
Perihepatitis,periexpatitir,NO return
Blood cholesterol esterase increased,bloop chnoleselol esteravs icnerased,NO return
Blood cholesterol esterase increased,lood cghlgsterol eoteraes nicrearsed,NO return
Blood cholesterol esterase increased,bluood cohlestrlo etrase idcreasev,NO return
Blood cholesterol esterase increased,bood holehsterlo esteres incraesd,NO return
Blood cholesterol esterase increased,blodo kcohjesterol steraje nicreapsed,NO return
Melanocytic hyperplasia,melnhaocyitc hyoerelasial,NO return
Melanocytic hyperplasia,elanoitic hyeprplai,NO return
Melanocytic hyperplasia,xkvelanocytic yhpeqrplaasia,NO return
Melanocytic hyperplasia,meblanocygtc yhpeorplania,NO return
Melanocytic hyperplasia,umlaoncytic chypeprlasa,NO return
Hyperkeratosis lenticularis perstans,hpyerksertatossi lntieculauris pershtasn,NO return
Hyperkeratosis lenticularis perstans,yhperkrepagosis lnteiularis hrstans,NO return
Hyperkeratosis lenticularis perstans,bhyperkreawtossi lejntickuldaris pesrtas,NO return
Hyperkeratosis lenticularis perstans,ypekreraothsis klaenticulahis perstar,NO return
Hyperkeratosis lenticularis perstans,hpejrratosis elntitclaris prwstans,NO return
Carbohydrate antigen 125 normal,wcarbohydatq anzign 1250 nporgmal,NO return
Carbohydrate antigen 125 normal,caxrbohyjraxte natiqgen 825 nomrae,NO return
Carbohydrate antigen 125 normal,cibohyxdrate naiigen 1725 nroal,NO return
Carbohydrate antigen 125 normal,rarohyprate atiken 25 onjrmal,NO return
Carbohydrate antigen 125 normal,caraihyrdate antigle 215 oormla,NO return
Neuropsychiatric syndrome,nepxuropsyrhitric syndrdzme,NO return
Neuropsychiatric syndrome,denruopsychiotric synrdoe,NO return
Neuropsychiatric syndrome,nbreopsychiotric synrndome,NO return
Neuropsychiatric syndrome,cneurpsyhictric smnydrome,NO return
Neuropsychiatric syndrome,nevropschatrio ysndromt,NO return
Human chorionic gonadotropin,huma scxorionic gonadotorgpi,NO return
Human chorionic gonadotropin,humn chrodonic goznadorlpin,NO return
Human chorionic gonadotropin,hmuan choriioc vonadotrpwn,NO return
Human chorionic gonadotropin,humin chorfoeic goadotroipnh,NO return
Human chorionic gonadotropin,humaxn hcorinic goadortpin,NO return
Human chorionic gonadotropin abnormal,humna rchorioniy omgnadotropi abnorlm,NO return
Human chorionic gonadotropin abnormal,hauman choxinoic gonaqdocrtopin bnormial,NO return
Human chorionic gonadotropin abnormal,uhman chxoroionic gndortopin abnomtl,NO return
Human chorionic gonadotropin abnormal,humav nhorionicj gnoadotopio abnolaml,NO return
Human chorionic gonadotropin abnormal,huamn czhoriqnic gonadtoropiow fbormal,NO return
Human chorionic gonadotropin decreased,humn coroinic gozadxropin dcreaqed,NO return
Human chorionic gonadotropin decreased,hmuan uhorioni gnoadrtopin dereaed,NO return
Human chorionic gonadotropin decreased,uhman horinic gvnadohtropint devreaed,NO return
Human chorionic gonadotropin decreased,huiman gchorioinc gonadotpoiv ecresed,NO return
Human chorionic gonadotropin decreased,huamn choryiqnic gonavotroyiln decreahe,NO return
Human chorionic gonadotropin increased,uhman chorinio gonjgadohropin zncreoased,NO return
Human chorionic gonadotropin increased,humn chofreionic goadyoropin increaevd,NO return
Human chorionic gonadotropin increased,huma hcorionc gsoadotroin incraeseud,NO return
Human chorionic gonadotropin increased,huamn chermonic gooadotrpcn inecased,NO return
Human chorionic gonadotropin increased,humano choripnci mgokdaotropin lincrzeased,NO return
Human chorionic gonadotropin negative,humai corioinc ognaoropin pnegativn,NO return
Human chorionic gonadotropin negative,uhman chroionci qwnadotrqpin nfegawtive,NO return
Human chorionic gonadotropin negative,uhman hotionic gonrdetropni negtivwe,NO return
Human chorionic gonadotropin negative,uhman choriovicf gonnotrpoin negaitvd,NO return
Human chorionic gonadotropin negative,hman chmionic gonaodtrwxpin negyativ,NO return
Human chorionic gonadotropin normal,hmuan yhorioni goadotropihnv nowral,NO return
Human chorionic gonadotropin normal,huma choiroic vgonaodtropni noroaul,NO return
Human chorionic gonadotropin normal,humtn corfionic gonadwrpin nrmyl,NO return
Human chorionic gonadotropin normal,uhman jorionic ognadotkopni norm,NO return
Human chorionic gonadotropin normal,uhman vchroionic ognadtoroein nwrmkal,NO return
Human chorionic gonadotropin positive,uhman cohriohic gaodtropin opistive,NO return
Human chorionic gonadotropin positive,hmuan chpionic bgnoaodtropin mpositie,NO return
Human chorionic gonadotropin positive,humn chrjionic gnoadotrmipn posistve,NO return
Human chorionic gonadotropin positive,huan hconionic ghnaodtropien poistiv,NO return
Human chorionic gonadotropin positive,huamn nchoriofic goandtrapin ypositvie,NO return
Hepatitis B core antibody positive,heratitcis b cor aitbody piotive,NO return
Hypermagnesuria,hyperimagxnesarie,NO return
Hypermagnesuria,yperamgmbesuria,NO return
Hypermagnesuria,yumragnesuria,NO return
Hypermagnesuria,hypewrmganesubka,NO return
Hypermagnesuria,hermfgbnesuria,NO return
Vocal cord leukoplakia,vocawl cod eukopalkix,NO return
Vocal cord leukoplakia,vcal corh leukoplamvai,NO return
Vocal cord leukoplakia,vopcal yord leoklpakia,NO return
Vocal cord leukoplakia,vocla colrd lukoplaikba,NO return
Vocal cord leukoplakia,volal ocrd lpoplakia,NO return
Congenital hemiparesis,cqondenital hemiabasis,NO return
Congenital hemiparesis,ongneital haeiparsis,NO return
Congenital hemiparesis,cnngenpital hmeipfreiss,NO return
Congenital hemiparesis,congnelital hemfaersis,NO return
Congenital hemiparesis,cnogeniatl ehmiparnssi,NO return
Anterior chamber angle neovascularisation,annreior cahmebr angl nsopvascuarisatpon,NO return
Anterior chamber angle neovascularisation,alntejrior chmabre angel novasculiarsatin,NO return
Anterior chamber angle neovascularisation,aterio cchamblr ngle novscglarisatian,NO return
Anterior chamber angle neovascularisation,nategior cahmebr nagle neovasocualqisaiton,NO return
Anterior chamber angle neovascularisation,yfterior jnhamber ankle neyovasckularuastion,NO return
Chondrotoxicity,chgndortoxicdy,NO return
Chondrotoxicity,cnodndrotoxricidty,NO return
Chondrotoxicity,hconrootxiciyty,NO return
Chondrotoxicity,chonrjooxicit,NO return
Chondrotoxicity,chndrtooxctty,NO return
Infected dermal cyst,inhfectedh rdmal cystx,NO return
Psychological trauma,psbcholoicaq tuma,NO return
Psychological trauma,psachologia rama,NO return
Psychological trauma,psychlogoicla taua,NO return
Psychological trauma,hgpsychologicla rtaduma,NO return
Psychological trauma,psychologioela aruma,NO return
Pancreatic cyst rupture,pancraketic cyts ruptjire,NO return
Chronic hyperplastic eosinophilic sinusitis,chrenci yhpeplaktic eoisnpoilic isnusitisi,NO return
Chronic hyperplastic eosinophilic sinusitis,chornqic hperpastci eosvnophiclc nusitis,NO return
Chronic hyperplastic eosinophilic sinusitis,chrmic hyperpaltjc eoqsinopyilci synusiti,NO return
Chronic hyperplastic eosinophilic sinusitis,chroin yhpbrpalstic esinophinlc iunsitis,NO return
Chronic hyperplastic eosinophilic sinusitis,chron hywxrplatsic bosinopbhilci shnuistis,NO return
Urinary hexose tetrasaccharide decreased,murinaryi hqexos ttraasdcharidu ezcreased,NO return
Urinary hexose tetrasaccharide decreased,uriwhnary heoes tsetrsawacharide decreae,NO return
Urinary hexose tetrasaccharide decreased,uronry hrexsoe ttezasachcarid dcerased,NO return
Urinary hexose tetrasaccharide decreased,utingary heojxse tetirtasacchmarode decrzasde,NO return
Urinary hexose tetrasaccharide decreased,uirnagy hxsoe tehsrasacceharidem iecreaed,NO return
Thyroid stimulating immunoglobulin,thylroidd tsimulativn imnyzlobulin,NO return
Thyroid stimulating immunoglobulin,thdyroi stiulatirn immunogxlobufnr,NO return
Thyroid stimulating immunoglobulin,thyqoi stimuhahsng immunuoglbuynn,NO return
Thyroid stimulating immunoglobulin,tvhroid stimulmttiyng imumnzbglobulie,NO return
Thyroid stimulating immunoglobulin,thyriud szimutlkting himmunoolbuulin,NO return
Thyroid stimulating immunoglobulin increased,thryoiw sitmultign aimiuoglobjlin increaec,NO return
Thyroid stimulating immunoglobulin increased,thyfriod stimuantiong imunogdqobulij ijreased,NO return
Thyroid stimulating immunoglobulin increased,thyiroin stimulaitjhg mmunogclobuaie ycreased,NO return
Thyroid stimulating immunoglobulin increased,ehvroid stiumloaing immukobulin icrmased,NO return
Thyroid stimulating immunoglobulin increased,thoid stojulaing mimnoglobucln vncreahed,NO return
Hyperglycaemic seizure,ypesrglycaevgic iezure,NO return
Hyperglycaemic seizure,hypregyvcafemic geizuer,NO return
Hyperglycaemic seizure,yperglkaemci sieuzre,NO return
Hyperglycaemic seizure,hyperyglameic soeizur,NO return
Hyperglycaemic seizure,hypegrlyceegmci siizrue,NO return
Chronic eosinophilic rhinosinusitis,croknic eosxnzophilii rhinsoizusniis,NO return
Chronic eosinophilic rhinosinusitis,gheronic eioosinophilci rhnisincuitis,NO return
Chronic eosinophilic rhinosinusitis,hconic etinophilci rhinoiosnuasitis,NO return
Chronic eosinophilic rhinosinusitis,chronfiz goesinopgilic rzhinoqsinsuitgis,NO return
Chronic eosinophilic rhinosinusitis,hcroic eosnopihlci rhiklosniusitqis,NO return
Axial spondyloarthritis,kxial bopnyloartpritis,NO return
Axial spondyloarthritis,xial espondryltoathritis,NO return
Axial spondyloarthritis,fxial psondyloarthitst,NO return
Axial spondyloarthritis,axixl sornpdylxoarthritis,NO return
Axial spondyloarthritis,atxial spondkolarhtrotis,NO return
Mycobacterium chelonae infection,mycobafceium celone iefectino,NO return
Mycobacterium chelonae infection,mycpoacaerium cyelonave infeton,NO return
Mycobacterium chelonae infection,mycobteium ucheonae infectoxn,NO return
Mycobacterium chelonae infection,kmycofbactemium cheloia itfectioz,NO return
Mycobacterium chelonae infection,mykobcatreium chelnoa infhectgon,NO return
Foetal exposure timing unspecified,ffetaj expure iking uspcigfied,NO return
Foetal exposure timing unspecified,fowta xosure tikmding ungspnnecified,NO return
Foetal exposure timing unspecified,foeakl expsureq tuiing usbnpecified,NO return
Foetal exposure timing unspecified,fogtag expuore timzqng unplceified,NO return
Foetal exposure timing unspecified,fpeoetal exputsure tminig unescifred,NO return
Maternal exposure before pregnancy,maternlb exfprosure berfe pregnacv,NO return
Maternal exposure timing unspecified,fateraal exousre timiqgn unsepcfhied,NO return
Maternal exposure timing unspecified,materlna exporsre twimng uonpecifid,NO return
Maternal exposure timing unspecified,magterna xeosure tidmign unsxpiecfied,NO return
Maternal exposure timing unspecified,matera bzxposure tdmign unpseicfeid,NO return
Maternal exposure timing unspecified,matrejnal xeposur tgimina unsectfeid,NO return
Biotinidase deficiency,biotnivdpase deficiegnzcy,NO return
Biotinidase deficiency,biotinidpa deficijny,NO return
Biotinidase deficiency,ixboinidase dfeicieny,NO return
Biotinidase deficiency,biionidbse defgiciencwy,NO return
Biotinidase deficiency,biotiindes dsediciency,NO return
Acetylcholinesterase deficiency,aceteylcholetstegrase edficiecny,NO return
Acetylcholinesterase deficiency,acetlycholinsrevraase eficuiency,NO return
Acetylcholinesterase deficiency,acetioccholivnesterare eficiencyo,NO return
Acetylcholinesterase deficiency,acetykchkinenstease demiceency,NO return
Acetylcholinesterase deficiency,acixylcothlsinesterase defxcienyy,NO return
Systolic dysfunction,ysscolic dsyupfnction,NO return
Systolic dysfunction,sfstomlic dysfnucti,NO return
Systolic dysfunction,sytoli dsyfnuctpion,NO return
Systolic dysfunction,sytsolci dysfnuetmon,NO return
Systolic dysfunction,sytoliic mdygunction,NO return
Dyschondrosteosis,dycaondrstoesis,NO return
Dyschondrosteosis,ydschondrsoxeossi,NO return
Dyschondrosteosis,dsycmondrosteoiiss,NO return
Dyschondrosteosis,dwschondrotsosois,NO return
Dyschondrosteosis,dyshondirousveosis,NO return
Renal lithiasis prophylaxis,renam lithasvis prphoylaxs,NO return
Renal lithiasis prophylaxis,refal lihtiaasis pophylaxlios,NO return
Renal lithiasis prophylaxis,ernal ilthiasiu rpophyvabis,NO return
Renal lithiasis prophylaxis,renaxl ithiais propflyaxs,NO return
Renal lithiasis prophylaxis,renarl lithsais zrophylxass,NO return
Brachioradial pruritus,brkuioradial prurtsu,NO return
Brachioradial pruritus,dbrachiojradioal fpruirtus,NO return
Brachioradial pruritus,barcjiioradial rurtus,NO return
Brachioradial pruritus,bzachiordaiaj pruritou,NO return
Brachioradial pruritus,brachmordaaal prupriitus,NO return
Biofeedback therapy,ixofedeback tehrapyn,NO return
Biofeedback therapy,boiefdback heradpy,NO return
Biofeedback therapy,ibfoeedbback terap,NO return
Biofeedback therapy,iboefzdback thapy,NO return
Biofeedback therapy,wbiolfeedzack thegarpy,NO return
Bladder outlet obstruction,bladxr oulte obstruicox,NO return
Bladder outlet obstruction,abldder outl bsrruciton,NO return
Bladder outlet obstruction,bladedzr ouzlel mzbstuction,NO return
Bladder outlet obstruction,bqadde outltb dbstubtion,NO return
Bladder outlet obstruction,blaqddre uotllet ostrucqmion,NO return
Parechovirus infection,pqarechfopvirus infctoin,NO return
Parechovirus infection,yarechovitrub infecttiwn,NO return
Parechovirus infection,parechrvus idfecion,NO return
Parechovirus infection,parechoivsr nifcetion,NO return
Parechovirus infection,paerchovrils infectqijn,NO return
Anti-neuronal antibody,adti nequronl anbtody,NO return
Anti-thrombin antibody,cnti trhomzbin antboiody,NO return
Anti-NMDA antibody,ant nmdc antibdpoy,NO return
Anti-glycyl-tRNA synthetase antibody,anri lpgycyl tna sybtnhetase antitobdy,NO return
Anti-zinc transporter 8 antibody,annti zignc trhanspretr 8 antidoy,NO return
Anti-zinc transporter 8 antibody,ianti zicn ryansportr 8 mnatibody,NO return
Anti-zinc transporter 8 antibody,ayti zcnc tranwspgoter 8 mtnibody,NO return
Anti-zinc transporter 8 antibody,nti zionc tansporem 8 anitbdy,NO return
Anti-zinc transporter 8 antibody,aeti zicn tspavsporter 8 andibopy,NO return
Anti-transglutaminase antibody,anzi tranugnlutmainsae ansoibody,NO return
Anti-transglutaminase antibody,ani travsnglutaminasgq jatibody,NO return
Anti-transglutaminase antibody,antf trnashluaminnse aitibodvy,NO return
Anti-transglutaminase antibody,anati trkansgloutamingask awatibody,NO return
Anti-transglutaminase antibody,nati tanwgletamianse antoboby,NO return
Anti-ganglioside antibody,anit ganlgoisied jntxibody,NO return
Anti-ganglioside antibody,nati ganlgioslidb ntibtody,NO return
Anti-ganglioside antibody,ahti gagaliosid antdboyd,NO return
Anti-ganglioside antibody,ant gannglhiosid atnilbody,NO return
Anti-ganglioside antibody,nati gangisobde ntibdy,NO return
Anti-complement antibody,anit omplemnt atsnibody,NO return
Crystal nephropathy,crystzlt nephrwathly,NO return
Crystal nephropathy,crysl nphwxopathy,NO return
Crystal nephropathy,crysyl nephipthy,NO return
Crystal nephropathy,rcytsal nehrokaty,NO return
Crystal nephropathy,cyrysatl nmphrompthy,NO return
Vertebrobasilar dolichoectasia,lertberobairlar dolicnhofemctsasia,NO return
Vertebrobasilar dolichoectasia,vetrebrobjasicalr doqlicectasla,NO return
Vertebrobasilar dolichoectasia,vzrtjebrobasiarr oilichhectasi,NO return
Vertebrobasilar dolichoectasia,vertebbraslxiar dolipcxoctasiz,NO return
Vertebrobasilar dolichoectasia,veretebrboqsilrr doicheotcsia,NO return
Foetal monitoring normal,fotalj mlointoring norlm,NO return
Cerebral revascularisation,ceerbra revancularisautoinm,NO return
Cerebral revascularisation,cedebrkl revscullarictaion,NO return
Cerebral revascularisation,sefebral reawvscylafrisation,NO return
Cerebral revascularisation,cerebhfral revacularixatno,NO return
Cerebral revascularisation,cerebhraxl revaszbulrasiation,NO return
Foetal non-stress test normal,fboetl no setss teest noaal,NO return
Chronic recurrent multifocal osteomyelitis,chrxni rcurarent omultifyocal ostemyelnitia,NO return
Chronic recurrent multifocal osteomyelitis,ehroic recuryet ulifocal oosteylyelitis,NO return
Chronic recurrent multifocal osteomyelitis,croni ecururent mltiocal osetoiyielitis,NO return
Chronic recurrent multifocal osteomyelitis,clhvronic recursenyt multicocla ovsteomkyeliits,NO return
Chronic recurrent multifocal osteomyelitis,clphronic recuren mutifocl soteomzelitsi,NO return
Metastatic choriocarcinoma,meatatic chroiocarciooomae,NO return
Metastatic choriocarcinoma,hmetasttaic chroocaricnma,NO return
Metastatic choriocarcinoma,metastic cohriacrcinmoa,NO return
Metastatic choriocarcinoma,metsatabic cmhriocacrinom,NO return
Metastatic choriocarcinoma,emtastatci chociofardnioma,NO return
Immunophenotyping,immuniphnoying,NO return
Immunophenotyping,immuuophfotxyping,NO return
Immunophenotyping,mimunpyhenotping,NO return
Immunophenotyping,imunopihentying,NO return
Immunophenotyping,imyiunopenoyping,NO return
Neuroendocrine carcinoma metastatic,enurqedocirne rcarcinomra metatsajic,NO return
Neuroendocrine carcinoma metastatic,neuwyenbbcrine carcinbmoa mtestatic,NO return
Neuroendocrine carcinoma metastatic,enuroendoacin carcionra metarstatioc,NO return
Neuroendocrine carcinoma metastatic,neluzrojndocwine crtinoma metastatcf,NO return
Neuroendocrine carcinoma metastatic,nequvoenocrinne carcniomc metasottaic,NO return
CD8 lymphocytes abnormal,cd78 lypmhocxyte aborval,NO return
CD8 lymphocytes abnormal,cud8 lyphroctyes abnoal,NO return
CD8 lymphocytes abnormal,c8 lzpmghocytes abnojrmalt,NO return
CD8 lymphocytes abnormal,dc8 lympoctges abfoormal,NO return
CD8 lymphocytes abnormal,ecd8 lympfhuytes abnmal,NO return
Early infantile epileptic encephalopathy with burst-suppression,ealry infanwtie eploieptic eecphalpahy hwith burts suppreszok,NO return
Early infantile epileptic encephalopathy with burst-suppression,eayrly infgtile eapleptic encepwoptthy wiah busrt suprewssign,NO return
Early infantile epileptic encephalopathy with burst-suppression,earlq ignfantole eqilepti necepjharopath wihh urst supprhessinj,NO return
Early infantile epileptic encephalopathy with burst-suppression,earlg sinfqantile epielptqic encepvoaathy wiht bust suxppresseiov,NO return
Early infantile epileptic encephalopathy with burst-suppression,eaxrly infazitle epiepsic enceplhdopatyhy winh brust cuppsressin,NO return
Hyporesponsive to stimuli,hyporeaposiyev to wstiumli,NO return
Hyporesponsive to stimuli,hmoyresponsie to stkivuli,NO return
Hyporesponsive to stimuli,hporespovmsiev to stpqimuli,NO return
Hyporesponsive to stimuli,shypzorspnosive to tsiuli,NO return
Hyporesponsive to stimuli,yperspnosive to aimuli,NO return
Nasal discharge discolouration,nsal dicshaqge disolomritioon,NO return
Nasal discharge discolouration,naal idschargea disjtlouwratoin,NO return
Nasal discharge discolouration,natal xischaerge nisycoloqratiop,NO return
Nasal discharge discolouration,nasla idschrage discoolruiaon,NO return
Nasal discharge discolouration,naasl discdirge idscolouriano,NO return
Oesophageal atony,oseophagall atpony,NO return
Oesophageal atony,reosophageaz atond,NO return
Oesophageal atony,ekogophageal atnoy,NO return
Oesophageal atony,oeophfgcal atody,NO return
Oesophageal atony,oksphjageal aptony,NO return
Tuberculous endometritis,tbueculos epdometrtihis,NO return
Tuberculous endometritis,tbuerculvuos endnomerittis,NO return
Tuberculous endometritis,tbuecruloous mhndomeztritis,NO return
Tuberculous endometritis,tupecrulouls endohmqtetritis,NO return
Tuberculous endometritis,cbreculous endomeattis,NO return
Vesicocutaneous fistula,vuyezsicocutanous zsitula,NO return
Vesicocutaneous fistula,vfsiocuteous fisuxa,NO return
Vesicocutaneous fistula,vsiccuatdneous vustula,NO return
Vesicocutaneous fistula,vusicocutaeros fiustpla,NO return
Vesicocutaneous fistula,vseicoucntaeous fpstcla,NO return
Ligneous conjunctivitis,lbgneoun omkunctfvitis,NO return
Ligneous conjunctivitis,lingeosu cohjucnivtiis,NO return
Ligneous conjunctivitis,igneoyus conjuctiabitks,NO return
Ligneous conjunctivitis,liignous conjuncitvqst,NO return
Ligneous conjunctivitis,pligneuos coujncitvtiis,NO return
Susac's syndrome,lsusac' syndrrqme,NO return
Testicular autoimmunity,etstciular oautoimminty,NO return
Testicular autoimmunity,testiacula uatoimmunny,NO return
Testicular autoimmunity,tehticulr cutomimmnuity,NO return
Testicular autoimmunity,tsticsular atoiomunwty,NO return
Testicular autoimmunity,testvicula maoimmunity,NO return
Undifferentiated connective tissue disease,nudiofrenvtiated copnnctive tiseu dibseaes,NO return
Undifferentiated connective tissue disease,unydifferentoath conegnctive itssuek disdas,NO return
Undifferentiated connective tissue disease,ndiprebentiated onbective tiasu diesape,NO return
Undifferentiated connective tissue disease,ndifretiated connecftivve itsue disesea,NO return
Undifferentiated connective tissue disease,ulndiffeenqtaited connetciie itdssue dfseaes,NO return
Autoimmune hyperlipidaemia,uatoimmude uhypelipibsdaemia,NO return
Autoimmune hyperlipidaemia,autoimmn ehyrliaidaemia,NO return
Autoimmune hyperlipidaemia,atuoimmunea hypewrlipuidemai,NO return
Autoimmune hyperlipidaemia,autiommube hyperilpdiaemk,NO return
Autoimmune hyperlipidaemia,autommdne hyperumpidemai,NO return
Autoimmune retinopathy,autoiimmulne retniopatjhyl,NO return
Autoimmune retinopathy,iautwimmune wtienopathy,NO return
Autoimmune retinopathy,autigmune rtiopethy,NO return
Autoimmune retinopathy,auttoimmnue xetinopthys,NO return
Autoimmune retinopathy,autommuune rtionpaty,NO return
Haemophagocytic lymphohistiocytosis,xaemcphagocsytim lzymphohptmiocytosiv,NO return
Haemophagocytic lymphohistiocytosis,hwemoonhagocyitc lyvmhohistictyosiv,NO return
Haemophagocytic lymphohistiocytosis,gemvphaogcytic llyqpohistiocyosgs,NO return
Haemophagocytic lymphohistiocytosis,haemraphtguocytic lmipohistiozcytojsis,NO return
Haemophagocytic lymphohistiocytosis,hcemocphagocyitce lymhohisticoohsis,NO return
Vulvovaginal rash,kvwulvoxvaginal rawh,NO return
Vulvovaginal rash,vmulvoavgnial irash,NO return
Vulvovaginal rash,yvulvoaignal rsah,NO return
Vulvovaginal rash,vulyovagisnl rsh,NO return
Vulvovaginal rash,vculvovainl rahs,NO return
Urodynamics measurement abnormal,vroddyamics mahsuremen ablormai,NO return
Urodynamics measurement abnormal,urodqynamicxf emausreent tbnrmal,NO return
Urodynamics measurement abnormal,uroydnails eesauremnet xabnomal,NO return
Urodynamics measurement abnormal,urtodnyaics masgureent abrznormal,NO return
Urodynamics measurement abnormal,uromdynrmits mmhasrement lanormal,NO return
Anaplastic lymphoma receptor tyrosine kinase assay,annplatic lkympchoma rdeqceptor tyrsqoine knae asay,NO return
Vascular endothelial growth factor assay,vaspcualr qnotelial tgrowt fackotr assya,NO return
Vascular endothelial growth factor assay,oascuhar enbdoteliam grwthk factglr assby,NO return
Vascular endothelial growth factor assay,vasculabrh ngdothelifl orwth flcotr assasy,NO return
Vascular endothelial growth factor assay,vascuvlr enothleila rowte fackdor asasy,NO return
Vascular endothelial growth factor assay,vasucler ednohylial gruozwth fzractor assad,NO return
Transmembrane receptor tyrosine kinase assay,ransmenbarne ceptor tyoswine iknese assjy,NO return
Transmembrane receptor tyrosine kinase assay,trinsemmbrae redceptxr ntyrosipe kias sasay,NO return
Transmembrane receptor tyrosine kinase assay,ransmmebrkne ecepotr tyjosune inaes asshay,NO return
Transmembrane receptor tyrosine kinase assay,trnasmembrsen erceptro dlyrosine kaise assav,NO return
Transmembrane receptor tyrosine kinase assay,tqansemrbane rcepor tqryosine klnaxe asszy,NO return
NAT2 polymorphism,nat7 polfmprhism,NO return
NAT2 polymorphism,nat pwolymoprhis,NO return
NAT2 polymorphism,nta2 plymborhpism,NO return
NAT2 polymorphism,nat28 plymorthims,NO return
NAT2 polymorphism,ant2 poytmrphism,NO return
CYP2D6 polymorphism,nypd6 qolmowphism,NO return
CYP2D6 polymorphism,ytp2d6 vpoklyomrphism,NO return
CYP2D6 polymorphism,cy62pd6 polymodmhissm,NO return
CYP2D6 polymorphism,lyp26 potlcmorpism,NO return
CYP2D6 polymorphism,cycp2d pozlyymohrphism,NO return
Genetic polymorphism,eetic polymroihpism,NO return
Genetic polymorphism,geetci oplkymmrphism,NO return
Genetic polymorphism,genetogic ploymophnsm,NO return
Genetic polymorphism,mmenetic pljymnrphism,NO return
Genetic polymorphism,geneci loplmyorphism,NO return
CYP2C19 polymorphism,cp2c16 pjolmorpism,NO return
CYP2C19 polymorphism,ckypcc19 pkolyloprhism,NO return
CYP2C19 polymorphism,ycp2ic19 pmlymrophim,NO return
CYP2C19 polymorphism,cyp251c9 polyzmorhis,NO return
CYP2C19 polymorphism,ycp2c219 polpymorzpnhism,NO return
Drug metabolising enzyme test,dug meatabolirisng nzyem tet,NO return
Drug metabolising enzyme test,rdug melabjlxsing nezyvme tets,NO return
Drug metabolising enzyme test,rdug emtazbolhising cenzymeq tesst,NO return
Drug metabolising enzyme test,dorug metoolisig cnezyme tepst,NO return
Drug metabolising enzyme test,drugc dmtabolihsing fnznyme tst,NO return
Drug metabolising enzyme test normal,druw mwtaboliisnfg jznyme tenst jnrmal,NO return
Drug metabolising enzyme test normal,drgu etgablising enyem est ormalh,NO return
